Line #,Process,Commit Stack,Commit Time (s),Decommit Time (s),Address,Count,Impacting Size (MB),Size (MB)
15212,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::NodesAllocator<Chaos::XMLNode>::createInstance/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.806468700,9.012814500,0x00000173D8C7C000,1,0.000,0.047
15302,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::NodesAllocator<Chaos::XMLNode>::createInstance/chaos_core.dll!Chaos::XMLNode::XMLNode/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_core.dll!Chaos::XMLPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.819399700,8.710986000,0x00000173D9612000,1,0.000,0.215
15392,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.832587200,9.004150400,0x00000173DA047000,1,0.000,0.004
15482,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.845963200,8.739225800,0x00000173DA96F000,1,0.000,0.035
15572,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::NodesAllocator<Chaos::XMLNode>::createInstance/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.860766100,9.008464000,0x00000173DB35F000,1,0.000,0.070
15662,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.874956300,8.737975700,0x00000173DBD9B000,1,0.000,0.047
15752,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::NodesAllocator<Chaos::XMLNode>::createInstance/chaos_core.dll!Chaos::XMLNode::XMLNode/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_core.dll!Chaos::XMLPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.888120200,9.012612200,0x00000173DC7CD000,1,0.000,0.086
15842,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::NodesAllocator<Chaos::XMLNode>::createInstance/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.899869400,9.014208100,0x00000173DD113000,1,0.000,0.102
15932,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::createNode/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.913955300,8.873502000,0x00000173DDB99000,1,0.000,0.086
16022,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewNode/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.928307200,8.709759300,0x00000173DE5E8000,1,0.000,0.262
16112,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewNode/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.940957600,11.531121400,0x00000173DF150000,1,0.000,0.004
16202,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewText/chaos_core.dll!xmlStrdup/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.956694300,7.928012800,0x00000173DFE4F000,1,0.000,0.023
16292,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewText/chaos_core.dll!xmlStrdup/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpCommitBlock/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.972104900,7.930525800,0x000001739F276000,1,0.000,0.125
16382,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewNode/chaos_core.dll!xmlStrdup/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpCommitBlock/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.984389400,7.930179400,0x00000156960B4000,1,0.000,0.125
16472,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewNode/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,6.996188500,8.983051100,0x00000173E1E68000,1,0.000,0.008
16562,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewNode/chaos_core.dll!xmlStrdup/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpCommitBlock/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,7.007424000,7.929601500,0x0000015697B68000,1,0.000,0.125
16652,,[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/xenon_client.exe!__scrt_common_main_seh/xenon_client.exe!main/xenon_client.exe!Chaos::ClientFramework::initialize/chaos_client.dll!Chaos::ClientRoot::initialise/chaos_common.dll!Chaos::Root::initialize/chaos_core.dll!Chaos::StringIDManager::dumpRuntimeStringIDMapFile/chaos_core.dll!Chaos::XMLSerializer::saveToFile/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!Chaos::WriterXMLNode/chaos_core.dll!xmlNewNode/chaos_core.dll!<lambda_203df3560c3ac8b188ad8c0145eaa8a7>::<lambda_invoker_cdecl>/chaos_core.dll!Chaos::MemoryPool::Allocate<Chaos::PoolDefault>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory,7.018936200,7.927379500,0x00000173E30DC000,1,0.000,0.262
